ChannelID,subs,nvideos,views,Category,Language,Type
Y1467,23483,93,18665,news,English,Individual
Y1468,88249,68,38266,gaming,English,NGO
Y1469,140614,37,25565,music,Japanese,Corperate
Y1470,82619,65,116876,travel,Franch,NGO
Y1471,103868,68,100280,news,English,Corperate
Y1472,125670,48,82008,food,Chinese,Corperate
Y1473,126514,8,156354,travel,Japanese,Corperate
Y1474,126095,49,7254,gaming,English,Goverment
Y1475,33708,77,196,music,English,Individual
Y1476,145570,31,215702,music,English,Goverment
Y1477,155184,23,214020,gaming,English,NGO
Y1478,97969,41,19399,travel,English,Individual
Y1479,85567,63,57236,news,Spanish,NGO
Y1480,150403,21,75138,food,English,NGO
Y1481,118670,94,141097,news,English,Goverment
Y1482,155220,86,199641,gaming,Chinese,Individual
Y1483,188562,14,230978,news,English,Corperate
Y1484,106836,3,97042,music,Franch,Goverment
Y1485,166036,67,71967,music,Spanish,Individual
Y1486,144014,72,161747,travel,Japanese,Individual
Y1487,96196,94,119572,travel,Russia,NGO
Y1488,1,87,0,food,English,Individual
Y1489,115713,40,150403,travel,Chinese,Goverment
Y1490,21472,45,29005,food,English,Goverment
Y1491,76948,77,70586,gaming,English,Individual
Y1492,23823,85,34660,travel,Spanish,NGO
Y1493,78604,54,70304,music,English,Individual
Y1494,107504,82,72689,gaming,Chinese,NGO
Y1495,113078,34,51441,food,Chinese,Individual
Y1496,132200,98,136934,gaming,Spanish,Goverment
Y1497,64859,60,22397,music,English,NGO
Y1498,142793,55,51371,music,Russia,Goverment
Y1499,194827,65,183535,gaming,Spanish,NGO
Y1500,57941,14,31957,travel,Japanese,Individual
Y1501,1,68,234,news,Franch,Individual
Y1502,214465,23,227788,travel,English,NGO
Y1503,26630,45,5505,travel,Russia,Goverment
Y1504,64940,33,76420,music,Japanese,Corperate
Y1505,86840,50,125714,food,Spanish,Goverment
Y1506,125146,88,55917,news,Spanish,Individual
Y1507,133318,66,65851,gaming,English,NGO
Y1508,67183,86,67316,food,English,Corperate
Y1509,58864,30,73337,travel,Japanese,Goverment
Y1510,45495,69,13509,travel,Chinese,Individual
Y1511,175370,66,153378,travel,Franch,Individual
Y1512,149632,43,8082,music,Spanish,Individual
Y1513,95660,44,72375,gaming,English,Individual
Y1514,119370,65,22888,travel,English,Goverment
Y1515,33488,89,25131,music,Franch,Individual
Y1516,141592,47,156188,food,English,NGO
Y1517,123199,22,84569,food,English,Individual
Y1518,123846,37,127369,news,English,Goverment
Y1519,12987,85,19562,news,Japanese,Individual
Y1520,81996,45,8167,food,Japanese,Individual
Y1521,116260,54,116907,gaming,Japanese,Individual
Y1522,100050,6,9585,news,Spanish,Goverment
Y1523,136687,95,37327,news,Spanish,NGO
Y1524,95951,89,94540,music,English,Individual
Y1525,122446,30,179466,travel,English,Individual
Y1526,76942,13,53694,food,Russia,NGO
Y1527,136683,46,146839,gaming,Spanish,Individual
Y1528,130474,7,80801,music,English,Goverment
Y1529,122506,60,124827,food,English,Individual
Y1530,102644,4,28562,travel,Franch,Corperate
Y1531,146736,8,121328,travel,Chinese,NGO
Y1532,123710,21,178472,travel,Franch,Goverment
Y1533,54692,22,15009,news,English,Individual
Y1534,24141,3,26667,news,Spanish,Individual
Y1535,112787,43,8157,music,English,Goverment
Y1536,48386,16,13428,music,Franch,NGO
Y1537,90365,52,49993,gaming,English,Goverment
Y1538,1,21,0,news,English,Individual
Y1539,138133,99,12177,travel,Chinese,Goverment
Y1540,73893,49,37804,gaming,Franch,Individual
Y1541,57266,7,71722,food,Japanese,Goverment
Y1542,110081,43,144150,travel,Franch,NGO
Y1543,70864,6,52212,travel,English,NGO
Y1544,47052,77,36019,news,Japanese,Corperate
Y1545,269556,6,208806,gaming,English,NGO
Y1546,169491,10,153945,food,Chinese,NGO
Y1547,62653,7,45723,music,Spanish,NGO
Y1548,118409,14,39061,gaming,Spanish,Corperate
Y1549,78121,1,89900,travel,Spanish,Individual
Y1550,67061,75,90929,travel,Japanese,NGO
Y1551,40686,40,52421,news,Russia,Corperate
Y1552,52419,86,36711,gaming,English,NGO
Y1553,47660,58,32243,travel,Japanese,Goverment
Y1554,156098,45,104294,music,English,NGO
Y1555,137901,17,26681,news,English,NGO
Y1556,23254,64,30068,news,Japanese,Individual
Y1557,143267,4,196568,travel,Spanish,Goverment
Y1558,152047,68,178063,food,English,Corperate
Y1559,169193,94,122623,food,English,Corperate
Y1560,79025,89,56370,music,English,Individual
Y1561,105315,31,94754,gaming,Chinese,Individual
Y1562,88650,86,93958,food,Spanish,Individual
Y1563,47230,51,69254,gaming,Spanish,Individual
Y1564,69227,52,85669,food,English,Individual
Y1565,90002,63,73617,news,Russia,Individual
Y1566,135991,13,177157,food,Franch,Individual
Y1567,56372,38,73154,travel,Chinese,NGO
Y1568,71591,61,16308,music,Spanish,NGO
Y1569,143761,24,124719,music,English,Goverment
Y1570,99365,84,87206,food,Franch,Individual
Y1571,60795,28,17534,food,Spanish,Goverment
Y1572,44336,1,27191,food,English,Individual
Y1573,197938,6,232648,music,English,Individual
Y1574,85440,12,83479,music,English,Individual
Y1575,75930,60,24718,music,English,NGO
Y1576,37550,81,51196,food,Chinese,Corperate
Y1577,78362,75,77986,travel,Chinese,NGO
Y1578,65177,32,57422,gaming,Chinese,Individual
Y1579,140680,88,37300,news,English,NGO
Y1580,82283,54,7454,music,Russia,Individual
Y1581,163541,66,232549,news,Spanish,Goverment
Y1582,104687,80,26161,news,Franch,Individual
Y1583,58754,31,59580,travel,English,Individual
Y1584,100879,72,41776,music,Japanese,Goverment
Y1585,159246,23,46675,travel,Russia,Corperate
Y1586,27718,70,10552,gaming,English,Individual
Y1587,35110,56,46129,news,English,NGO
Y1588,171935,14,87830,travel,English,Goverment
Y1589,94397,43,26117,news,English,Goverment
Y1590,8576,80,5065,gaming,English,Individual
Y1591,79376,14,82846,music,English,NGO
Y1592,109683,55,7574,food,Franch,NGO
Y1593,47190,18,33166,gaming,Russia,Individual
Y1594,143218,50,168336,gaming,English,Individual
Y1595,54890,58,16169,music,Spanish,Individual
Y1596,142791,45,188090,food,Franch,Individual
Y1597,136429,93,203937,music,English,Goverment
Y1598,71034,83,42484,food,Japanese,Individual
Y1599,3529,66,4729,gaming,Japanese,Corperate
Y1600,74727,62,107446,food,Japanese,Individual
Y1601,83813,70,46957,gaming,Franch,Goverment
Y1602,117255,90,81957,travel,English,Individual
Y1603,138680,80,39406,travel,Russia,Individual
Y1604,140805,90,42062,travel,English,Goverment
Y1605,98796,95,79534,news,Russia,Corperate
Y1606,104874,7,27040,travel,English,Individual
Y1607,38508,60,43585,travel,Spanish,Individual
Y1608,37125,84,54190,music,Franch,Corperate
Y1609,60776,83,15864,food,Franch,Individual
Y1610,132445,68,104772,music,Spanish,Individual
Y1611,129229,10,129579,travel,Japanese,Individual
Y1612,152257,91,19604,travel,English,Corperate
Y1613,68244,33,46963,food,English,Individual
Y1614,110040,72,146268,news,Spanish,NGO
Y1615,40535,68,33131,food,Chinese,Goverment
Y1616,68133,72,10374,food,Russia,NGO
Y1617,29681,98,27466,food,Spanish,Individual
Y1618,118307,24,101844,travel,Russia,Goverment
Y1619,134155,82,36823,food,Franch,Individual
Y1620,222463,91,58074,travel,English,Goverment
Y1621,60959,72,62496,travel,Chinese,NGO
Y1622,129855,74,68677,food,English,Corperate
Y1623,1,42,0,music,Spanish,Individual
Y1624,153227,4,94458,travel,English,Goverment
Y1625,125612,50,46609,music,Spanish,NGO
Y1626,53376,93,68471,food,English,NGO
Y1627,139135,4,195557,travel,English,NGO
Y1628,161487,81,201966,travel,English,Individual
Y1629,29555,61,6539,news,Japanese,Goverment
Y1630,105174,3,119240,news,English,NGO
Y1631,28893,77,17966,travel,Chinese,Individual
Y1632,133195,23,98470,news,English,NGO
Y1633,55825,65,4419,gaming,English,Individual
Y1634,80493,70,57026,news,English,Individual
Y1635,105789,21,140490,food,Spanish,NGO
Y1636,130245,62,92984,music,English,NGO
Y1637,160833,8,177091,food,Russia,Goverment
Y1638,121441,24,119320,news,Russia,Individual
Y1639,166513,23,113780,music,English,Individual
Y1640,122320,30,72576,music,English,Individual
Y1641,91754,28,10999,travel,Franch,Individual
Y1642,107978,79,131603,food,Franch,Individual
Y1643,45327,37,24961,travel,Russia,Individual
Y1644,93104,57,84391,news,Japanese,Goverment
Y1645,53246,82,6842,music,English,Individual
Y1646,1,69,0,news,English,NGO
Y1647,123730,48,145243,music,Franch,Corperate
Y1648,126823,95,29400,music,English,Individual
Y1649,194348,84,167652,travel,English,Individual
Y1650,130919,18,73492,travel,English,Individual
Y1651,36053,15,16421,food,English,Goverment
Y1652,82426,9,114694,music,English,Individual
Y1653,113367,5,67668,travel,Chinese,NGO
Y1654,149752,77,205948,music,English,Individual
Y1655,106643,99,58754,news,English,Corperate
Y1656,104160,61,117442,news,English,NGO
Y1657,168959,34,61939,food,English,Individual
Y1658,32731,40,8730,travel,Russia,Individual
Y1659,1,79,0,food,English,Individual
Y1660,133111,37,92890,music,English,NGO
Y1661,102699,73,80352,music,English,Goverment
Y1662,76224,15,16539,travel,Chinese,Goverment
Y1663,32444,11,13199,food,English,Corperate
Y1664,182650,43,228185,music,Japanese,Individual
Y1665,201949,87,240956,travel,Franch,NGO
Y1666,128985,10,158327,gaming,English,Individual
Y1667,90408,38,128758,news,English,Individual
Y1668,93438,82,130710,music,Franch,Goverment
Y1669,75839,58,88072,music,English,Goverment
Y1670,84477,35,65992,food,English,NGO
Y1671,126552,11,34903,music,English,NGO
Y1672,90075,39,32666,gaming,Japanese,Individual
Y1673,182753,12,133516,news,Spanish,NGO
Y1674,38137,82,562,food,English,Individual
Y1675,130829,18,143384,music,Japanese,NGO
Y1676,62614,90,41185,music,English,NGO
Y1677,76536,13,47022,news,English,Individual
Y1678,12856,22,11303,travel,Spanish,NGO
Y1679,58850,7,38015,gaming,Spanish,NGO
Y1680,183712,85,221013,food,Japanese,Corperate
Y1681,20707,69,9188,news,English,Individual
Y1682,114814,58,153129,travel,English,NGO
Y1683,173928,70,170897,news,English,Goverment
Y1684,170195,70,189738,gaming,English,Individual
Y1685,32848,4,25266,travel,English,NGO
Y1686,75924,35,99424,food,English,Individual
Y1687,184630,18,234710,music,English,NGO
Y1688,38419,30,15451,music,English,Corperate
Y1689,161099,70,186575,music,Japanese,NGO
Y1690,141839,52,195205,gaming,Japanese,Individual
Y1691,132238,74,167233,music,Chinese,Goverment
Y1692,80379,97,41291,gaming,English,Corperate
Y1693,100743,78,23545,travel,Chinese,Individual
Y1694,98290,72,58906,news,Franch,Individual
Y1695,46924,7,23004,news,Chinese,NGO
Y1696,52545,68,17719,travel,Franch,Individual
Y1697,184595,55,43942,news,English,NGO
Y1698,122050,44,42915,gaming,Franch,Individual
Y1699,156311,64,94772,news,Spanish,Individual
Y1700,33321,64,16925,gaming,English,Goverment
Y1701,72554,36,68367,music,English,NGO
Y1702,80336,45,113165,travel,Chinese,Individual
Y1703,115597,20,19129,food,English,NGO
Y1704,109008,47,91860,travel,Chinese,Corperate
Y1705,153808,89,104500,travel,Chinese,NGO
Y1706,168238,77,142758,food,Chinese,NGO
Y1707,91417,96,20589,news,Russia,Individual
Y1708,91357,55,70454,news,Japanese,Individual
Y1709,158399,40,105316,gaming,Russia,Goverment
Y1710,141285,71,56383,travel,English,Individual
Y1711,74163,14,77751,gaming,Russia,Goverment
Y1712,19554,88,19993,food,English,Individual
Y1713,88252,86,48276,gaming,English,Individual
Y1714,72265,68,57166,music,Spanish,NGO
Y1715,41385,84,14349,gaming,English,NGO
Y1716,80283,32,35013,gaming,Japanese,NGO
Y1717,127032,84,43297,travel,Franch,Individual
Y1718,133991,68,194470,music,English,Goverment
Y1719,126678,22,71305,travel,Russia,Individual
Y1720,59163,86,56754,music,English,Corperate
Y1721,138996,1,42237,travel,English,Goverment
Y1722,85597,69,121013,travel,English,NGO
Y1723,104537,88,80611,food,Franch,Individual
Y1724,37871,53,22488,news,English,Corperate
Y1725,44301,23,13263,music,English,Goverment
Y1726,69131,28,7302,music,Japanese,Individual
Y1727,1,35,0,food,English,NGO
Y1728,98495,99,144856,gaming,English,Goverment
Y1729,130755,26,65941,gaming,Russia,Individual
Y1730,127242,14,113308,food,English,Goverment
Y1731,53576,45,66447,travel,English,Goverment
Y1732,126308,80,49638,music,English,NGO
Y1733,113157,77,34945,music,English,Goverment
Y1734,149360,31,24675,food,English,NGO
Y1735,102356,2,29281,travel,English,NGO
Y1736,70154,87,69256,travel,English,NGO
Y1737,149199,32,215420,news,English,NGO
Y1738,66841,89,40443,news,English,Individual
Y1739,75493,32,102842,news,Franch,Individual
Y1740,69341,34,71407,music,Russia,Goverment
Y1741,173487,33,113625,news,Spanish,Corperate
Y1742,116116,98,48559,gaming,Franch,Goverment
Y1743,82689,11,47804,food,English,Individual
Y1744,136802,51,180109,music,English,NGO
Y1745,118942,60,79062,music,Spanish,Individual
Y1746,114332,81,8805,music,English,Goverment
Y1747,95453,46,116497,food,English,Individual
Y1748,111258,56,129644,travel,English,NGO
Y1749,46560,21,57557,gaming,Russia,Goverment
Y1750,35773,76,5903,news,English,Goverment
Y1751,1,45,973,music,Spanish,NGO
Y1752,114569,84,147153,gaming,Franch,Individual
Y1753,180295,84,165728,travel,English,NGO
Y1754,84980,65,94739,gaming,English,Goverment
Y1755,114060,24,112927,news,English,Individual
Y1756,97254,78,121010,news,Spanish,NGO
Y1757,45905,5,33174,gaming,English,NGO
Y1758,71280,28,100832,music,English,Corperate
Y1759,66608,37,80640,news,English,NGO
Y1760,80012,23,109239,gaming,English,NGO
Y1761,134780,97,127522,news,English,NGO
Y1762,102912,71,41324,travel,Franch,NGO
Y1763,126218,36,143005,gaming,Spanish,Individual
Y1764,167191,64,106269,gaming,English,NGO
Y1765,1,68,669,food,Japanese,Individual
Y1766,27774,54,13480,food,Japanese,Individual
Y1767,118049,77,66565,news,English,Individual
Y1768,55464,37,80136,music,English,Individual
Y1769,132660,48,6035,gaming,English,Corperate
Y1770,143453,11,108028,food,Franch,NGO
Y1771,34633,28,26062,music,English,NGO
Y1772,141142,83,7243,gaming,English,Individual
Y1773,51499,25,46854,music,Russia,Goverment
Y1774,115344,87,72683,news,Russia,NGO
Y1775,55248,85,13541,news,Chinese,NGO
Y1776,146156,50,100023,travel,English,NGO
Y1777,66813,26,40562,news,English,NGO
Y1778,41322,86,57763,music,English,Individual
Y1779,102534,35,117735,music,English,Goverment
Y1780,126852,4,13917,travel,English,NGO
Y1781,69160,77,41020,news,English,NGO
Y1782,111477,3,8189,gaming,Chinese,Individual
Y1783,71272,24,44352,food,Russia,Individual
Y1784,71910,49,63790,travel,Spanish,Individual
Y1785,157807,5,20905,food,English,Corperate
Y1786,1,92,122,travel,English,Goverment
Y1787,144082,63,133257,news,Spanish,NGO
Y1788,127001,80,140879,travel,English,NGO
Y1789,123303,95,59425,food,English,NGO
Y1790,84255,27,11556,music,Franch,Individual
Y1791,188220,67,92839,gaming,English,Individual
Y1792,66292,69,66344,gaming,English,NGO
Y1793,64065,59,58881,food,Spanish,Individual
Y1794,9692,84,3607,gaming,Spanish,Individual
Y1795,96386,73,4712,food,English,Individual
Y1796,164439,78,106854,news,English,NGO
Y1797,213970,21,101866,food,English,NGO
Y1798,72365,78,74494,gaming,Russia,Individual
Y1799,62175,34,2496,music,English,NGO
Y1800,94599,33,135039,food,English,Goverment
Y1801,138225,27,10963,gaming,English,NGO
Y1802,124429,94,145378,food,English,NGO
Y1803,76115,93,62492,travel,Russia,Individual
Y1804,173341,73,7691,music,Japanese,Goverment
Y1805,154897,50,86523,gaming,Chinese,NGO
Y1806,58520,41,75825,gaming,Russia,Corperate
Y1807,98759,20,50870,news,Spanish,Corperate
Y1808,117200,5,44312,music,English,NGO
Y1809,38139,53,30687,news,Russia,Corperate
Y1810,74284,17,67398,food,Spanish,Individual
Y1811,187940,54,5809,travel,Spanish,Goverment
Y1812,82071,30,40981,food,English,Individual
Y1813,55317,89,73350,food,Chinese,Individual
Y1814,93514,66,73340,gaming,English,NGO
Y1815,113869,55,113373,travel,English,NGO
Y1816,85709,5,1183,gaming,English,Corperate
Y1817,146519,94,189389,music,English,Individual
Y1818,92711,25,106820,news,Russia,Corperate
Y1819,76855,96,27999,travel,English,Goverment
Y1820,18096,61,12699,travel,Chinese,Goverment
Y1821,131939,10,114295,music,English,NGO
Y1822,118909,86,118028,gaming,Franch,Individual
Y1823,99342,86,115327,travel,English,Goverment
Y1824,108380,39,121962,news,Russia,NGO
Y1825,93538,23,25147,news,Japanese,Goverment
Y1826,133706,92,83338,gaming,English,Goverment
Y1827,146068,19,139151,news,English,NGO
Y1828,33125,8,39570,news,English,NGO
Y1829,189698,94,212215,travel,English,Goverment
Y1830,132195,57,115427,music,Franch,NGO
Y1831,192454,66,147451,food,Spanish,Corperate
Y1832,64154,21,39141,music,Chinese,Goverment
Y1833,122053,39,176016,food,English,NGO
Y1834,71636,24,96095,gaming,English,Individual
Y1835,198744,77,57474,news,Chinese,Goverment
Y1836,97202,78,106437,music,Chinese,NGO
Y1837,82701,91,59732,music,Franch,Goverment
Y1838,68025,36,18665,travel,English,NGO
Y1839,95136,57,119298,news,English,Goverment
Y1840,4882,93,2064,food,English,NGO
Y1841,55181,39,19828,gaming,English,Individual
Y1842,24030,65,10005,news,English,Individual
Y1843,87132,92,44222,music,Franch,Corperate
Y1844,120425,28,130002,gaming,English,Individual
Y1845,56997,21,71365,travel,Russia,Individual
Y1846,143777,18,187361,news,English,NGO
Y1847,81435,71,78459,travel,English,Individual
Y1848,49913,15,29992,music,Chinese,NGO
Y1849,59765,5,65984,gaming,Japanese,Goverment
Y1850,171980,85,39938,travel,Spanish,NGO
Y1851,59949,25,42014,travel,Russia,NGO
Y1852,62152,60,829,news,English,NGO
Y1853,172116,86,192232,gaming,Spanish,Individual
Y1854,102531,60,3932,music,Franch,Goverment
Y1855,80044,46,118900,news,English,Individual
Y1856,112319,49,119848,travel,Franch,NGO
Y1857,84949,37,22032,gaming,Chinese,Individual
Y1858,124934,44,32596,travel,English,Individual
Y1859,54088,27,39410,news,Franch,Individual
Y1860,127957,99,159043,travel,Chinese,Goverment
Y1861,165776,48,148254,music,English,NGO
Y1862,77923,66,10869,news,English,Individual
Y1863,98249,44,31379,travel,English,Corperate
Y1864,138468,33,171975,food,English,NGO
Y1865,44823,2,16691,news,Franch,Individual
Y1866,114959,61,157580,travel,Franch,Individual
Y1867,135102,39,193834,travel,English,NGO
Y1868,160560,43,214921,gaming,English,Individual
Y1869,41484,19,57735,news,English,NGO
Y1870,43554,82,37241,gaming,Russia,Goverment
Y1871,115981,51,54334,news,English,NGO
Y1872,99700,61,35198,food,Japanese,NGO
Y1873,96133,19,122115,gaming,Franch,Individual
Y1874,105101,64,32877,music,English,Corperate
Y1875,139505,90,69692,gaming,Spanish,Individual
Y1876,121461,86,112847,travel,Japanese,Goverment
Y1877,193327,33,52964,gaming,English,Individual
Y1878,125945,55,44434,music,Franch,NGO
Y1879,145276,55,104117,gaming,English,NGO
Y1880,133333,88,118558,news,Japanese,Corperate
Y1881,73616,74,42702,gaming,English,Individual
Y1882,65395,33,4097,gaming,Franch,Individual
Y1883,84211,66,24854,music,English,Goverment
Y1884,196322,50,147004,food,Chinese,Individual
Y1885,68533,33,37592,news,English,NGO
Y1886,105017,46,64993,music,Spanish,NGO
Y1887,92943,62,9730,gaming,English,Corperate
Y1888,126388,71,168711,gaming,English,Individual
Y1889,50846,15,65414,news,Franch,NGO
Y1890,30630,4,46578,news,Chinese,NGO
Y1891,111772,58,11600,food,English,NGO
Y1892,105418,98,140408,news,Franch,NGO
Y1893,56488,72,83885,gaming,Chinese,Individual
Y1894,154461,30,140488,news,English,Individual
Y1895,104731,20,128673,news,English,Individual
Y1896,135514,80,198423,news,English,NGO
Y1897,136333,44,189238,news,English,Individual
Y1898,71923,8,87959,gaming,English,Goverment
Y1899,47471,44,56582,food,English,Goverment
Y1900,132942,48,122630,food,English,Goverment
Y1901,203886,44,264593,travel,English,NGO
Y1902,147313,22,89391,food,Franch,Goverment
Y1903,134164,30,157327,travel,English,Corperate
Y1904,110422,20,67743,music,English,NGO
Y1905,134936,87,101618,food,English,Individual
Y1906,125894,63,140830,travel,English,Individual
Y1907,149701,18,86423,travel,Spanish,NGO
Y1908,186978,34,194167,food,Franch,NGO
Y1909,53229,70,20738,news,English,Corperate
Y1910,120391,48,142476,food,Japanese,NGO
Y1911,136231,63,12167,gaming,English,Individual
Y1912,48210,65,50784,food,English,NGO
Y1913,67726,99,83380,gaming,Russia,Goverment
Y1914,174695,46,158750,news,English,NGO
Y1915,37340,21,48567,food,Japanese,NGO
Y1916,193976,96,185805,travel,Franch,NGO
Y1917,18355,49,16200,food,English,NGO
Y1918,15303,90,9616,news,English,NGO
Y1919,82753,13,47189,food,Russia,Individual
Y1920,125364,45,6591,gaming,Chinese,Corperate
Y1921,132352,89,134835,travel,English,Individual
Y1922,146220,87,113010,news,English,Individual
Y1923,28129,53,37375,news,English,Individual
Y1924,140900,45,131436,news,English,Goverment
Y1925,157150,76,190690,food,English,NGO
Y1926,123478,54,121211,gaming,English,Individual
Y1927,6151,95,2437,food,English,Individual
Y1928,127447,43,70378,news,English,NGO
Y1929,1,81,0,music,English,Goverment
Y1930,1,65,825,travel,English,Individual
Y1931,162948,25,109936,news,Japanese,Individual
Y1932,122152,31,84925,music,English,Goverment
Y1933,90702,87,6812,gaming,Russia,Goverment
Y1934,153480,77,139614,food,English,NGO
Y1935,69938,77,19240,music,English,Corperate
Y1936,79349,65,2445,news,Russia,NGO
Y1937,71089,6,34425,gaming,Spanish,Corperate
Y1938,118752,69,156038,food,Japanese,Individual
Y1939,68640,47,34768,news,Spanish,NGO
Y1940,189351,19,129787,news,English,Goverment
Y1941,91022,6,17049,travel,Chinese,Goverment
Y1942,130447,19,43678,food,English,NGO
Y1943,78085,49,80061,news,Japanese,NGO
Y1944,87847,89,62894,travel,Spanish,NGO
Y1945,52046,91,10066,gaming,Chinese,Individual
Y1946,19135,81,27677,news,English,NGO
Y1947,77243,23,91993,music,English,NGO
Y1948,60686,95,79712,music,Spanish,Individual
Y1949,66926,53,90135,music,Japanese,Individual
Y1950,184587,73,230910,music,Russia,NGO
Y1951,67006,93,47146,music,Russia,Individual
Y1952,7187,13,3374,food,Chinese,Goverment
Y1953,75443,21,107720,food,Chinese,Individual
Y1954,20682,5,10408,food,Japanese,Goverment
Y1955,123516,71,161938,music,Russia,Individual
Y1956,94561,87,137165,travel,English,NGO
Y1957,115691,84,48770,food,Russia,Individual
Y1958,1,82,500,travel,English,Individual
Y1959,23684,36,14580,gaming,Spanish,NGO
Y1960,76029,14,72047,music,English,NGO
Y1961,127250,68,166068,food,Spanish,NGO
Y1962,102450,32,129147,music,Spanish,NGO
Y1963,33942,5,17021,food,Japanese,Goverment
Y1964,137457,12,60396,gaming,English,NGO
Y1965,117987,99,83632,travel,English,NGO
Y1966,144324,82,56781,gaming,Russia,Individual
Y1967,67804,38,78768,news,English,NGO
Y1968,122559,80,42835,news,Japanese,Goverment
Y1969,170113,86,179911,news,English,Goverment
Y1970,29418,48,15979,travel,Japanese,Individual
Y1971,94572,8,41912,news,English,Individual
Y1972,110342,93,138053,travel,English,Corperate
Y1973,58869,6,23771,food,Russia,Individual
Y1974,156402,69,31378,news,English,Goverment
Y1975,150372,87,135335,music,English,NGO
Y1976,33137,44,43791,music,English,Individual
Y1977,113630,40,9854,travel,English,Individual
Y1978,59686,55,61816,news,English,Individual
Y1979,198164,3,202855,food,Russia,Individual
Y1980,59251,49,49726,food,Russia,Goverment
Y1981,112099,11,146853,travel,English,Individual
Y1982,189047,97,30027,food,English,NGO
Y1983,59179,69,4353,news,Franch,Goverment
Y1984,40111,44,21966,travel,English,Goverment
Y1985,67859,89,84299,music,Franch,NGO
Y1986,96515,17,32148,travel,English,NGO
Y1987,68630,35,18284,news,Chinese,Goverment
Y1988,18160,6,27887,gaming,Russia,Goverment
Y1989,170613,43,100827,food,Franch,Goverment
Y1990,85042,42,52176,food,English,Corperate
Y1991,135183,27,118593,food,English,NGO
Y1992,51643,50,70433,gaming,English,Individual
Y1993,68983,13,19165,travel,Japanese,Goverment
Y1994,86776,25,45475,music,Spanish,Corperate
Y1995,146221,27,6048,gaming,Franch,Corperate
Y1996,45984,54,15980,music,English,Individual
Y1997,84599,55,44389,travel,Russia,NGO
Y1998,135100,46,162376,travel,Russia,NGO
Y1999,124807,92,111122,music,English,Corperate
Y2000,86281,64,66874,news,English,Corperate
Y2001,147466,62,18674,travel,Chinese,Individual
Y2002,122686,97,64152,travel,English,Individual
Y2003,54382,16,11593,gaming,English,Individual
Y2004,133302,98,102804,travel,English,NGO
Y2005,1,54,946,news,English,Goverment
Y2006,155330,67,124206,food,English,Corperate
Y2007,122603,43,77084,music,Spanish,NGO
Y2008,47803,43,37263,travel,Spanish,Goverment
Y2009,77604,53,70505,food,Franch,Individual
Y2010,86472,68,25652,food,English,Individual
Y2011,70566,5,19305,travel,Franch,Corperate
Y2012,22363,76,25781,food,English,Individual
Y2013,123503,3,104362,news,English,NGO
Y2014,82125,1,41201,food,Japanese,Individual
Y2015,129633,42,47550,gaming,English,NGO
Y2016,87359,74,30978,news,English,NGO
Y2017,54390,29,6023,food,English,NGO
Y2018,44431,89,60484,food,Chinese,Individual
Y2019,119068,68,46551,news,English,NGO
Y2020,57233,15,19082,gaming,Russia,Individual
Y2021,3721,55,2763,news,English,NGO
Y2022,126020,74,88377,news,Spanish,NGO
Y2023,66239,32,50636,music,Franch,Corperate
Y2024,102102,91,46590,gaming,English,NGO
Y2025,172290,9,73927,news,English,NGO
Y2026,155541,87,29155,gaming,Russia,Goverment
Y2027,130880,37,114571,food,Japanese,Goverment
Y2028,150055,82,27789,food,English,NGO
Y2029,17833,2,9145,travel,English,Individual
Y2030,131328,93,136108,travel,Spanish,Individual
Y2031,50715,75,18941,news,English,NGO
Y2032,93017,15,95794,gaming,Franch,NGO
Y2033,109490,99,138898,travel,Russia,Individual
Y2034,119138,63,82951,news,English,Corperate
Y2035,116599,84,99111,travel,Spanish,Individual
Y2036,90430,18,87244,travel,English,Individual
Y2037,249719,3,132775,travel,Russia,Individual
Y2038,97354,25,63932,food,English,Individual
Y2039,132832,56,41172,music,English,NGO
Y2040,224243,11,109582,food,Russia,NGO
Y2041,98262,63,91389,music,Russia,NGO
Y2042,74192,62,39621,travel,Spanish,Individual
Y2043,68743,86,42994,news,English,Individual
Y2044,93404,63,56476,food,Russia,Goverment
Y2045,102784,80,84687,gaming,English,NGO
Y2046,88439,13,26407,food,Chinese,Goverment
Y2047,155868,61,152441,travel,Chinese,Corperate
Y2048,72774,3,39274,food,English,Individual
Y2049,90082,27,9991,food,Russia,Individual
Y2050,74981,45,63139,music,English,Individual
Y2051,219389,61,284895,travel,English,NGO
Y2052,134544,24,104590,music,Franch,Individual
Y2053,42068,42,38186,travel,Japanese,NGO
Y2054,126971,48,64173,news,Franch,Individual
Y2055,66954,84,60208,news,English,Individual
Y2056,165739,48,108382,gaming,Franch,Goverment
Y2057,119715,35,74630,food,Spanish,NGO
Y2058,48750,51,29291,travel,English,NGO
Y2059,27221,10,2529,gaming,Japanese,Individual
Y2060,105928,44,64343,travel,English,NGO
Y2061,93455,68,130173,travel,Japanese,Individual
Y2062,157641,31,199335,music,English,Individual
Y2063,74143,38,71364,travel,Chinese,NGO
Y2064,45407,40,24995,music,English,Goverment
Y2065,164078,97,51666,music,Franch,Individual
Y2066,64215,6,34761,travel,English,NGO
Y2067,95335,26,94629,gaming,Russia,Individual
Y2068,136630,96,7808,music,Franch,NGO
Y2069,73353,56,47134,music,Franch,Individual
Y2070,52550,61,31763,food,English,Goverment
Y2071,165260,74,141702,food,Spanish,Individual
