year,month,day,tmax,tmin,precip,snow,snowcover,0
1917.0,2.0,16.0,53.0,30.0,0.0,-998.0,-998.0,
1917.0,2.0,17.0,46.0,25.0,0.19,-998.0,-998.0,
1917.0,2.0,18.0,26.0,15.0,0.0,-998.0,-998.0,
1917.0,2.0,19.0,34.0,11.0,0.0,-998.0,-998.0,
1917.0,2.0,20.0,42.0,19.0,0.0,-998.0,-998.0,
1917.0,2.0,21.0,44.0,24.0,0.0,-998.0,-998.0,
1917.0,2.0,22.0,53.0,34.0,0.0,-998.0,-998.0,
1917.0,2.0,23.0,50.0,28.0,0.0,-998.0,-998.0,
1917.0,2.0,24.0,58.0,31.0,0.0,-998.0,-998.0,
1917.0,2.0,25.0,62.0,47.0,0.0,-998.0,-998.0,
1917.0,2.0,26.0,54.0,44.0,0.0,-998.0,-998.0,
1917.0,2.0,27.0,41.0,23.0,0.03,-998.0,-998.0,
1917.0,2.0,28.0,27.0,16.0,0.09,-998.0,-998.0,
1917.0,2.0,29.0,-998.0,-998.0,-998.0,-998.0,-998.0,
1917.0,3.0,1.0,20.0,6.0,0.03,-998.0,-998.0,
1917.0,3.0,2.0,18.0,10.0,0.0,-998.0,-998.0,
1917.0,3.0,3.0,15.0,2.0,0.14,-998.0,-998.0,
1917.0,3.0,4.0,30.0,5.0,0.0,-998.0,-998.0,
1917.0,3.0,5.0,52.0,32.0,0.0,-998.0,-998.0,
1917.0,3.0,6.0,46.0,21.0,0.0,-998.0,-998.0,
1917.0,3.0,7.0,30.0,19.0,0.0,-998.0,-998.0,
1917.0,3.0,8.0,51.0,20.0,0.0,-998.0,-998.0,
1917.0,3.0,9.0,51.0,28.0,0.0,-998.0,-998.0,
1917.0,3.0,10.0,50.0,29.0,0.0,-998.0,-998.0,
1917.0,3.0,11.0,43.0,26.0,0.25,-998.0,-998.0,
1917.0,3.0,12.0,28.0,20.0,0.36,-998.0,-998.0,
1917.0,3.0,13.0,30.0,6.0,0.0,-998.0,-998.0,
1917.0,3.0,14.0,32.0,15.0,0.0,-998.0,-998.0,
1917.0,3.0,15.0,30.0,21.0,0.07,-998.0,-998.0,
1917.0,3.0,16.0,28.0,6.0,0.21,-998.0,-998.0,
1917.0,3.0,17.0,28.0,20.0,0.0,-998.0,-998.0,
1917.0,3.0,18.0,39.0,16.0,0.0,-998.0,-998.0,
1917.0,3.0,19.0,51.0,39.0,0.0,-998.0,-998.0,
1917.0,3.0,20.0,51.0,28.0,0.0,-998.0,-998.0,
1917.0,3.0,21.0,60.0,35.0,0.0,-998.0,-998.0,
1917.0,3.0,22.0,56.0,25.0,0.29,-998.0,-998.0,
1917.0,3.0,23.0,43.0,19.0,0.0,-998.0,-998.0,
1917.0,3.0,24.0,52.0,34.0,0.0,-998.0,-998.0,
1917.0,3.0,25.0,52.0,35.0,0.0,-998.0,-998.0,
1917.0,3.0,26.0,35.0,16.0,0.0,-998.0,-998.0,
1917.0,3.0,27.0,55.0,17.0,0.0,-998.0,-998.0,
1917.0,3.0,28.0,63.0,40.0,0.0,-998.0,-998.0,
1917.0,3.0,29.0,72.0,34.0,0.0,-998.0,-998.0,
1917.0,3.0,30.0,70.0,51.0,0.0,-998.0,-998.0,
1917.0,3.0,31.0,62.0,24.0,0.4,-998.0,-998.0,
1917.0,4.0,1.0,34.0,20.0,0.0,-998.0,-998.0,
1917.0,4.0,2.0,47.0,24.0,0.0,-998.0,-998.0,
1917.0,4.0,3.0,43.0,26.0,0.3,-998.0,-998.0,
1917.0,4.0,4.0,46.0,19.0,0.0,-998.0,-998.0,
1917.0,4.0,5.0,64.0,40.0,0.0,-998.0,-998.0,
1917.0,4.0,6.0,61.0,38.0,0.0,-998.0,-998.0,
1917.0,4.0,7.0,51.0,27.0,0.0,-998.0,-998.0,
1917.0,4.0,8.0,73.0,23.0,0.0,-998.0,-998.0,
1917.0,4.0,9.0,73.0,46.0,0.0,-998.0,-998.0,
1917.0,4.0,10.0,64.0,40.0,0.0,-998.0,-998.0,
1917.0,4.0,11.0,48.0,33.0,0.68,-998.0,-998.0,
1917.0,4.0,12.0,65.0,40.0,0.0,-998.0,-998.0,
1917.0,4.0,13.0,64.0,39.0,0.0,-998.0,-998.0,
1917.0,4.0,14.0,50.0,39.0,0.0,-998.0,-998.0,
1917.0,4.0,15.0,62.0,40.0,0.0,-998.0,-998.0,
1917.0,4.0,16.0,58.0,34.0,0.0,-998.0,-998.0,
1917.0,4.0,17.0,69.0,35.0,0.0,-998.0,-998.0,
1917.0,4.0,18.0,66.0,40.0,0.0,-998.0,-998.0,
1917.0,4.0,19.0,51.0,32.0,0.35,-998.0,-998.0,
1917.0,4.0,20.0,60.0,30.0,0.0,-998.0,-998.0,
1917.0,4.0,21.0,68.0,38.0,0.0,-998.0,-998.0,
1917.0,4.0,22.0,75.0,50.0,0.0,-998.0,-998.0,
1917.0,4.0,23.0,74.0,47.0,0.0,-998.0,-998.0,
1917.0,4.0,24.0,64.0,48.0,0.0,-998.0,-998.0,
1917.0,4.0,25.0,60.0,37.0,0.0,-998.0,-998.0,
1917.0,4.0,26.0,58.0,32.0,0.0,-998.0,-998.0,
1917.0,4.0,27.0,38.0,27.0,0.48,-998.0,-998.0,
1917.0,4.0,28.0,30.0,23.0,0.65,-998.0,-998.0,
1917.0,4.0,29.0,34.0,24.0,0.35,-998.0,-998.0,
1917.0,4.0,30.0,56.0,23.0,0.0,-998.0,-998.0,
1917.0,5.0,1.0,56.0,37.0,0.0,-998.0,-998.0,
1917.0,5.0,2.0,56.0,37.0,0.15,-998.0,-998.0,
1917.0,5.0,3.0,57.0,37.0,0.0,-998.0,-998.0,
1917.0,5.0,4.0,60.0,35.0,0.0,-998.0,-998.0,
1917.0,5.0,5.0,54.0,30.0,1.62,-998.0,-998.0,
1917.0,5.0,6.0,42.0,22.0,0.03,-998.0,-998.0,
1917.0,5.0,7.0,41.0,31.0,0.0,-998.0,-998.0,
1917.0,5.0,8.0,43.0,32.0,0.18,-998.0,-998.0,
1917.0,5.0,9.0,45.0,34.0,0.0,-998.0,-998.0,
1917.0,5.0,10.0,56.0,38.0,0.0,-998.0,-998.0,
1917.0,5.0,11.0,62.0,37.0,0.0,-998.0,-998.0,
1917.0,5.0,12.0,66.0,40.0,0.0,-998.0,-998.0,
1917.0,5.0,13.0,69.0,42.0,0.0,-998.0,-998.0,
1917.0,5.0,14.0,78.0,46.0,0.0,-998.0,-998.0,
1917.0,5.0,15.0,80.0,50.0,0.0,-998.0,-998.0,
1917.0,5.0,16.0,81.0,56.0,0.0,-998.0,-998.0,
1917.0,5.0,17.0,81.0,58.0,0.0,-998.0,-998.0,
1917.0,5.0,18.0,80.0,54.0,0.0,-998.0,-998.0,
1917.0,5.0,19.0,76.0,50.0,0.24,-998.0,-998.0,
1917.0,5.0,20.0,57.0,45.0,0.6,-998.0,-998.0,
1917.0,5.0,21.0,49.0,41.0,0.72,-998.0,-998.0,
1917.0,5.0,22.0,46.0,36.0,0.3,-998.0,-998.0,
1917.0,5.0,23.0,60.0,48.0,0.0,-998.0,-998.0,
1917.0,5.0,24.0,61.0,43.0,0.0,-998.0,-998.0,
1917.0,5.0,25.0,63.0,44.0,0.12,-998.0,-998.0,
1917.0,5.0,26.0,54.0,38.0,0.32,-998.0,-998.0,
1917.0,5.0,27.0,60.0,36.0,0.0,-998.0,-998.0,
1917.0,5.0,28.0,66.0,44.0,0.0,-998.0,-998.0,
1917.0,5.0,29.0,64.0,50.0,0.14,-998.0,-998.0,
1917.0,5.0,30.0,59.0,44.0,0.1,-998.0,-998.0,
1917.0,5.0,31.0,58.0,34.0,1.65,-998.0,-998.0,
1917.0,6.0,1.0,51.0,33.0,0.0,-998.0,-998.0,
1917.0,6.0,2.0,68.0,40.0,0.0,-998.0,-998.0,
1917.0,6.0,3.0,77.0,46.0,0.0,-998.0,-998.0,
1917.0,6.0,4.0,72.0,50.0,0.0,-998.0,-998.0,
1917.0,6.0,5.0,66.0,44.0,0.13,-998.0,-998.0,
1917.0,6.0,6.0,70.0,42.0,0.0,-998.0,-998.0,
1917.0,6.0,7.0,73.0,52.0,0.0,-998.0,-998.0,
1917.0,6.0,8.0,76.0,53.0,0.0,-998.0,-998.0,
1917.0,6.0,9.0,90.0,52.0,0.0,-998.0,-998.0,
1917.0,6.0,10.0,88.0,62.0,0.0,-998.0,-998.0,
1917.0,6.0,11.0,82.0,58.0,0.0,-998.0,-998.0,
1917.0,6.0,12.0,80.0,50.0,0.0,-998.0,-998.0,
1917.0,6.0,13.0,71.0,40.0,0.0,-998.0,-998.0,
1917.0,6.0,14.0,78.0,48.0,0.0,-998.0,-998.0,
1917.0,6.0,15.0,82.0,52.0,0.0,-998.0,-998.0,
1917.0,6.0,16.0,88.0,62.0,0.0,-998.0,-998.0,
1917.0,6.0,17.0,88.0,65.0,0.0,-998.0,-998.0,
1917.0,6.0,18.0,79.0,62.0,0.0,-998.0,-998.0,
1917.0,6.0,19.0,86.0,54.0,0.0,-998.0,-998.0,
1917.0,6.0,20.0,84.0,60.0,0.0,-998.0,-998.0,
1917.0,6.0,21.0,86.0,58.0,0.0,-998.0,-998.0,
1917.0,6.0,22.0,92.0,62.0,0.0,-998.0,-998.0,
1917.0,6.0,23.0,92.0,62.0,0.0,-998.0,-998.0,
1917.0,6.0,24.0,94.0,61.0,0.0,-998.0,-998.0,
1917.0,6.0,25.0,88.0,67.0,0.0,-998.0,-998.0,
1917.0,6.0,26.0,88.0,64.0,0.0,-998.0,-998.0,
1917.0,6.0,27.0,84.0,58.0,0.0,-998.0,-998.0,
1917.0,6.0,28.0,90.0,59.0,0.0,-998.0,-998.0,
1917.0,6.0,29.0,99.0,59.0,0.0,-998.0,-998.0,
1917.0,6.0,30.0,98.0,68.0,0.0,-998.0,-998.0,
1917.0,7.0,1.0,90.0,51.0,0.0,-998.0,-998.0,
1917.0,7.0,2.0,80.0,52.0,0.0,-998.0,-998.0,
1917.0,7.0,3.0,85.0,54.0,0.0,-998.0,-998.0,
1917.0,7.0,4.0,92.0,58.0,0.0,-998.0,-998.0,
1917.0,7.0,5.0,90.0,60.0,0.0,-998.0,-998.0,
1917.0,7.0,6.0,88.0,62.0,0.0,-998.0,-998.0,
1917.0,7.0,7.0,82.0,64.0,0.1,-998.0,-998.0,
1917.0,7.0,8.0,85.0,62.0,0.0,-998.0,-998.0,
1917.0,7.0,9.0,87.0,64.0,0.0,-998.0,-998.0,
1917.0,7.0,10.0,87.0,62.0,0.0,-998.0,-998.0,
1917.0,7.0,11.0,80.0,61.0,0.0,-998.0,-998.0,
1917.0,7.0,12.0,94.0,66.0,0.0,-998.0,-998.0,
1917.0,7.0,13.0,95.0,68.0,0.0,-998.0,-998.0,
1917.0,7.0,14.0,94.0,62.0,0.0,-998.0,-998.0,
1917.0,7.0,15.0,80.0,60.0,0.0,-998.0,-998.0,
1917.0,7.0,16.0,86.0,58.0,0.0,-998.0,-998.0,
1917.0,7.0,17.0,88.0,62.0,0.0,-998.0,-998.0,
1917.0,7.0,18.0,90.0,66.0,0.16,-998.0,-998.0,
1917.0,7.0,19.0,84.0,66.0,0.0,-998.0,-998.0,
1917.0,7.0,20.0,92.0,64.0,0.0,-998.0,-998.0,
1917.0,7.0,21.0,96.0,66.0,0.0,-998.0,-998.0,
1917.0,7.0,22.0,94.0,68.0,0.0,-998.0,-998.0,
1917.0,7.0,23.0,96.0,68.0,0.0,-998.0,-998.0,
1917.0,7.0,24.0,97.0,70.0,0.0,-998.0,-998.0,
1917.0,7.0,25.0,96.0,68.0,0.0,-998.0,-998.0,
1917.0,7.0,26.0,92.0,68.0,0.0,-998.0,-998.0,
1917.0,7.0,27.0,96.0,64.0,0.0,-998.0,-998.0,
1917.0,7.0,28.0,92.0,72.0,0.0,-998.0,-998.0,
1917.0,7.0,29.0,87.0,68.0,0.1,-998.0,-998.0,
1917.0,7.0,30.0,86.0,62.0,0.12,-998.0,-998.0,
1917.0,7.0,31.0,86.0,63.0,0.0,-998.0,-998.0,
1917.0,8.0,1.0,85.0,56.0,0.0,-998.0,-998.0,
1917.0,8.0,2.0,88.0,68.0,0.0,-998.0,-998.0,
1917.0,8.0,3.0,98.0,68.0,0.0,-998.0,-998.0,
1917.0,8.0,4.0,92.0,68.0,0.0,-998.0,-998.0,
1917.0,8.0,5.0,90.0,58.0,0.03,-998.0,-998.0,
1917.0,8.0,6.0,80.0,56.0,0.0,-998.0,-998.0,
1917.0,8.0,7.0,89.0,68.0,0.0,-998.0,-998.0,
1917.0,8.0,8.0,80.0,53.0,0.0,-998.0,-998.0,
1917.0,8.0,9.0,76.0,62.0,0.0,-998.0,-998.0,
1917.0,8.0,10.0,88.0,60.0,0.0,-998.0,-998.0,
1917.0,8.0,11.0,74.0,58.0,0.0,-998.0,-998.0,
1917.0,8.0,12.0,75.0,58.0,0.0,-998.0,-998.0,
1917.0,8.0,13.0,76.0,60.0,0.0,-998.0,-998.0,
1917.0,8.0,14.0,76.0,58.0,0.14,-998.0,-998.0,
1917.0,8.0,15.0,82.0,56.0,0.0,-998.0,-998.0,
1917.0,8.0,16.0,80.0,58.0,0.0,-998.0,-998.0,
1917.0,8.0,17.0,80.0,54.0,0.0,-998.0,-998.0,
1917.0,8.0,18.0,74.0,60.0,0.0,-998.0,-998.0,
1917.0,8.0,19.0,76.0,60.0,0.0,-998.0,-998.0,
1917.0,8.0,20.0,76.0,58.0,0.0,-998.0,-998.0,
1917.0,8.0,21.0,86.0,62.0,0.0,-998.0,-998.0,
1917.0,8.0,22.0,83.0,68.0,0.0,-998.0,-998.0,
1917.0,8.0,23.0,76.0,54.0,0.0,-998.0,-998.0,
1917.0,8.0,24.0,83.0,56.0,0.0,-998.0,-998.0,
1917.0,8.0,25.0,88.0,56.0,0.0,-998.0,-998.0,
1917.0,8.0,26.0,92.0,51.0,0.0,-998.0,-998.0,
1917.0,8.0,27.0,86.0,54.0,0.03,-998.0,-998.0,
1917.0,8.0,28.0,84.0,56.0,0.0,-998.0,-998.0,
1917.0,8.0,29.0,80.0,58.0,0.0,-998.0,-998.0,
1917.0,8.0,30.0,87.0,58.0,0.0,-998.0,-998.0,
1917.0,8.0,31.0,84.0,60.0,0.0,-998.0,-998.0,
1917.0,9.0,1.0,81.0,56.0,0.0,-998.0,-998.0,
1917.0,9.0,2.0,80.0,54.0,0.0,-998.0,-998.0,
1917.0,9.0,3.0,85.0,54.0,0.0,-998.0,-998.0,
1917.0,9.0,4.0,80.0,56.0,0.0,-998.0,-998.0,
1917.0,9.0,5.0,81.0,56.0,0.0,-998.0,-998.0,
1917.0,9.0,6.0,76.0,54.0,0.0,-998.0,-998.0,
1917.0,9.0,7.0,78.0,52.0,0.0,-998.0,-998.0,
1917.0,9.0,8.0,76.0,56.0,0.0,-998.0,-998.0,
1917.0,9.0,9.0,74.0,58.0,0.0,-998.0,-998.0,
1917.0,9.0,10.0,75.0,58.0,0.0,-998.0,-998.0,
1917.0,9.0,11.0,76.0,56.0,0.0,-998.0,-998.0,
1917.0,9.0,12.0,84.0,56.0,0.0,-998.0,-998.0,
1917.0,9.0,13.0,83.0,56.0,0.0,-998.0,-998.0,
1917.0,9.0,14.0,74.0,60.0,0.0,-998.0,-998.0,
1917.0,9.0,15.0,64.0,53.0,0.0,-998.0,-998.0,
1917.0,9.0,16.0,72.0,48.0,0.0,-998.0,-998.0,
1917.0,9.0,17.0,76.0,50.0,0.0,-998.0,-998.0,
1917.0,9.0,18.0,78.0,50.0,0.0,-998.0,-998.0,
1917.0,9.0,19.0,74.0,52.0,0.0,-998.0,-998.0,
1917.0,9.0,20.0,78.0,48.0,0.0,-998.0,-998.0,
1917.0,9.0,21.0,82.0,52.0,0.0,-998.0,-998.0,
1917.0,9.0,22.0,81.0,54.0,0.0,-998.0,-998.0,
1917.0,9.0,23.0,80.0,54.0,0.0,-998.0,-998.0,
1917.0,9.0,24.0,74.0,52.0,0.0,-998.0,-998.0,
1917.0,9.0,25.0,66.0,52.0,0.0,-998.0,-998.0,
1917.0,9.0,26.0,61.0,43.0,0.13,-998.0,-998.0,
1917.0,9.0,27.0,78.0,43.0,0.0,-998.0,-998.0,
1917.0,9.0,28.0,82.0,53.0,0.0,-998.0,-998.0,
1917.0,9.0,29.0,70.0,48.0,0.0,-998.0,-998.0,
1917.0,9.0,30.0,78.0,48.0,0.0,-998.0,-998.0,
1917.0,10.0,1.0,79.0,54.0,0.0,-998.0,-998.0,
1917.0,10.0,2.0,80.0,55.0,0.0,-998.0,-998.0,
1917.0,10.0,3.0,80.0,54.0,0.0,-998.0,-998.0,
1917.0,10.0,4.0,80.0,54.0,0.0,-998.0,-998.0,
1917.0,10.0,5.0,72.0,50.0,0.0,-998.0,-998.0,
1917.0,10.0,6.0,80.0,54.0,0.0,-998.0,-998.0,
1917.0,10.0,7.0,66.0,38.0,0.0,-998.0,-998.0,
1917.0,10.0,8.0,68.0,34.0,0.0,-998.0,-998.0,
1917.0,10.0,9.0,68.0,46.0,0.0,-998.0,-998.0,
1917.0,10.0,10.0,77.0,40.0,0.0,-998.0,-998.0,
1917.0,10.0,11.0,76.0,35.0,0.0,-998.0,-998.0,
1917.0,10.0,12.0,74.0,30.0,0.0,-998.0,-998.0,
1917.0,10.0,13.0,74.0,47.0,0.0,-998.0,-998.0,
1917.0,10.0,14.0,77.0,45.0,0.0,-998.0,-998.0,
1917.0,10.0,15.0,78.0,39.0,0.0,-998.0,-998.0,
1917.0,10.0,16.0,72.0,35.0,0.0,-998.0,-998.0,
1917.0,10.0,17.0,60.0,38.0,0.17,-998.0,-998.0,
1917.0,10.0,18.0,43.0,21.0,0.0,-998.0,-998.0,
1917.0,10.0,19.0,56.0,30.0,0.0,-998.0,-998.0,
1917.0,10.0,20.0,56.0,28.0,0.19,-998.0,-998.0,
1917.0,10.0,21.0,69.0,33.0,0.0,-998.0,-998.0,
1917.0,10.0,22.0,71.0,28.0,0.0,-998.0,-998.0,
1917.0,10.0,23.0,59.0,28.0,0.15,-998.0,-998.0,
1917.0,10.0,24.0,67.0,41.0,0.0,-998.0,-998.0,
1917.0,10.0,25.0,62.0,32.0,0.0,-998.0,-998.0,
1917.0,10.0,26.0,46.0,27.0,0.29,-998.0,-998.0,
1917.0,10.0,27.0,58.0,21.0,0.0,-998.0,-998.0,
1917.0,10.0,28.0,59.0,13.0,0.0,-998.0,-998.0,
1917.0,10.0,29.0,33.0,-2.0,0.15,-998.0,-998.0,
1917.0,10.0,30.0,54.0,20.0,0.0,-998.0,-998.0,
1917.0,10.0,31.0,52.0,27.0,0.0,-998.0,-998.0,
1917.0,11.0,1.0,62.0,32.0,0.0,-998.0,-998.0,
1917.0,11.0,2.0,68.0,34.0,0.0,-998.0,-998.0,
1917.0,11.0,3.0,72.0,41.0,0.0,-998.0,-998.0,
1917.0,11.0,4.0,70.0,42.0,0.0,-998.0,-998.0,
1917.0,11.0,5.0,66.0,39.0,0.0,-998.0,-998.0,
1917.0,11.0,6.0,67.0,34.0,0.0,-998.0,-998.0,
1917.0,11.0,7.0,60.0,37.0,0.0,-998.0,-998.0,
1917.0,11.0,8.0,64.0,36.0,0.0,-998.0,-998.0,
1917.0,11.0,9.0,62.0,35.0,0.0,-998.0,-998.0,
1917.0,11.0,10.0,64.0,36.0,0.0,-998.0,-998.0,
1917.0,11.0,11.0,63.0,35.0,0.0,-998.0,-998.0,
1917.0,11.0,12.0,54.0,29.0,0.0,-998.0,-998.0,
1917.0,11.0,13.0,52.0,31.0,0.0,-998.0,-998.0,
1917.0,11.0,14.0,52.0,37.0,0.0,-998.0,-998.0,
1917.0,11.0,15.0,50.0,36.0,0.0,-998.0,-998.0,
1917.0,11.0,16.0,50.0,35.0,0.05,-998.0,-998.0,
1917.0,11.0,17.0,45.0,36.0,0.0,-998.0,-998.0,
1917.0,11.0,18.0,61.0,32.0,0.0,-998.0,-998.0,
1917.0,11.0,19.0,63.0,30.0,0.0,-998.0,-998.0,
1917.0,11.0,20.0,70.0,43.0,0.0,-998.0,-998.0,
1917.0,11.0,21.0,68.0,49.0,0.0,-998.0,-998.0,
1917.0,11.0,22.0,66.0,39.0,0.0,-998.0,-998.0,
1917.0,11.0,23.0,66.0,49.0,0.0,-998.0,-998.0,
1917.0,11.0,24.0,60.0,42.0,0.0,-998.0,-998.0,
1917.0,11.0,25.0,56.0,38.0,0.0,-998.0,-998.0,
1917.0,11.0,26.0,50.0,31.0,0.0,-998.0,-998.0,
1917.0,11.0,27.0,42.0,28.0,0.05,-998.0,-998.0,
1917.0,11.0,28.0,53.0,28.0,0.0,-998.0,-998.0,
1917.0,11.0,29.0,60.0,34.0,0.0,-998.0,-998.0,
1917.0,11.0,30.0,65.0,26.0,0.0,-998.0,-998.0,
1917.0,12.0,1.0,66.0,32.0,0.0,-998.0,-998.0,
1917.0,12.0,2.0,68.0,34.0,0.0,-998.0,-998.0,
1917.0,12.0,3.0,64.0,29.0,0.0,-998.0,-998.0,
1917.0,12.0,4.0,49.0,27.0,0.0,-998.0,-998.0,
1917.0,12.0,5.0,44.0,28.0,0.0,-998.0,-998.0,
1917.0,12.0,6.0,44.0,19.0,0.0,-998.0,-998.0,
1917.0,12.0,7.0,32.0,15.0,0.35,-998.0,-998.0,
1917.0,12.0,8.0,24.0,3.0,0.0,-998.0,-998.0,
1917.0,12.0,9.0,32.0,4.0,0.0,-998.0,-998.0,
1917.0,12.0,10.0,24.0,4.0,0.07,-998.0,-998.0,
1917.0,12.0,11.0,38.0,12.0,0.0,-998.0,-998.0,
1917.0,12.0,12.0,44.0,8.0,0.0,-998.0,-998.0,
1917.0,12.0,13.0,52.0,3.0,0.0,-998.0,-998.0,
1917.0,12.0,14.0,53.0,12.0,0.0,-998.0,-998.0,
1917.0,12.0,15.0,47.0,37.0,0.0,-998.0,-998.0,
1917.0,12.0,16.0,54.0,27.0,0.0,-998.0,-998.0,
1917.0,12.0,17.0,53.0,40.0,0.0,-998.0,-998.0,
1917.0,12.0,18.0,63.0,45.0,0.0,-998.0,-998.0,
1917.0,12.0,19.0,65.0,50.0,0.0,-998.0,-998.0,
1917.0,12.0,20.0,62.0,44.0,0.0,-998.0,-998.0,
1917.0,12.0,21.0,50.0,26.0,0.0,-998.0,-998.0,
1917.0,12.0,22.0,60.0,34.0,0.0,-998.0,-998.0,
1917.0,12.0,23.0,65.0,42.0,0.0,-998.0,-998.0,
1917.0,12.0,24.0,54.0,27.0,0.0,-998.0,-998.0,
1917.0,12.0,25.0,40.0,24.0,0.0,-998.0,-998.0,
1917.0,12.0,26.0,55.0,28.0,0.0,-998.0,-998.0,
1917.0,12.0,27.0,59.0,36.0,0.0,-998.0,-998.0,
1917.0,12.0,28.0,57.0,18.0,0.0,-998.0,-998.0,
1917.0,12.0,29.0,65.0,14.0,0.0,-998.0,-998.0,
1917.0,12.0,30.0,62.0,48.0,0.0,-998.0,-998.0,
1917.0,12.0,31.0,64.0,44.0,0.0,-998.0,-998.0,
1918.0,1.0,1.0,60.0,44.0,0.0,-998.0,-998.0,
1918.0,1.0,2.0,64.0,41.0,0.0,-998.0,-998.0,
1918.0,1.0,3.0,64.0,44.0,0.0,-998.0,-998.0,
1918.0,1.0,4.0,58.0,41.0,0.0,-998.0,-998.0,
1918.0,1.0,5.0,42.0,31.0,0.0,-998.0,-998.0,
1918.0,1.0,6.0,36.0,22.0,0.0,-998.0,-998.0,
1918.0,1.0,7.0,44.0,20.0,0.0,-998.0,-998.0,
1918.0,1.0,8.0,47.0,30.0,0.0,-998.0,-998.0,
1918.0,1.0,9.0,34.0,11.0,0.43,-998.0,-998.0,
1918.0,1.0,10.0,12.0,-4.0,0.18,-998.0,-998.0,
1918.0,1.0,11.0,7.0,-12.0,0.0,-998.0,-998.0,
1918.0,1.0,12.0,12.0,-5.0,0.0,-998.0,-998.0,
1918.0,1.0,13.0,28.0,5.0,0.0,-998.0,-998.0,
1918.0,1.0,14.0,35.0,19.0,0.0,-998.0,-998.0,
1918.0,1.0,15.0,36.0,13.0,0.0,-998.0,-998.0,
1918.0,1.0,16.0,30.0,23.0,0.0,-998.0,-998.0,
1918.0,1.0,17.0,32.0,14.0,0.0,-998.0,-998.0,
1918.0,1.0,18.0,35.0,18.0,0.0,-998.0,-998.0,
1918.0,1.0,19.0,39.0,15.0,0.05,-998.0,-998.0,
1918.0,1.0,20.0,23.0,7.0,0.0,-998.0,-998.0,
1918.0,1.0,21.0,25.0,10.0,0.0,-998.0,-998.0,
1918.0,1.0,22.0,27.0,11.0,0.0,-998.0,-998.0,
1918.0,1.0,23.0,39.0,20.0,0.0,-998.0,-998.0,
1918.0,1.0,24.0,50.0,28.0,0.0,-998.0,-998.0,
1918.0,1.0,25.0,58.0,34.0,0.0,-998.0,-998.0,
1918.0,1.0,26.0,50.0,9.0,0.0,-998.0,-998.0,
1918.0,1.0,27.0,24.0,0.0,0.0,-998.0,-998.0,
1918.0,1.0,28.0,29.0,10.0,0.0,-998.0,-998.0,
1918.0,1.0,29.0,42.0,22.0,0.0,-998.0,-998.0,
1918.0,1.0,30.0,17.0,0.0,0.02,-998.0,-998.0,
1918.0,1.0,31.0,4.0,-8.0,0.0,-998.0,-998.0,
1918.0,2.0,1.0,38.0,-5.0,0.0,-998.0,-998.0,
1918.0,2.0,2.0,42.0,21.0,0.0,-998.0,-998.0,
1918.0,2.0,3.0,54.0,26.0,0.0,-998.0,-998.0,
1918.0,2.0,4.0,63.0,32.0,0.0,-998.0,-998.0,
1918.0,2.0,5.0,59.0,45.0,0.0,-998.0,-998.0,
1918.0,2.0,6.0,64.0,40.0,0.0,-998.0,-998.0,
1918.0,2.0,7.0,63.0,44.0,0.0,-998.0,-998.0,
1918.0,2.0,8.0,51.0,29.0,-999.0,-998.0,-998.0,
1918.0,2.0,9.0,40.0,18.0,0.0,-998.0,-998.0,
1918.0,2.0,10.0,63.0,28.0,0.0,-998.0,-998.0,
1918.0,2.0,11.0,56.0,27.0,0.0,-998.0,-998.0,
1918.0,2.0,12.0,55.0,20.0,0.0,-998.0,-998.0,
1918.0,2.0,13.0,48.0,15.0,0.0,-998.0,-998.0,
1918.0,2.0,14.0,39.0,24.0,0.0,-998.0,-998.0,
1918.0,2.0,15.0,36.0,13.0,-999.0,-998.0,-998.0,
1918.0,2.0,16.0,40.0,6.0,0.0,-998.0,-998.0,
1918.0,2.0,17.0,54.0,20.0,0.0,-998.0,-998.0,
1918.0,2.0,18.0,58.0,18.0,0.0,-998.0,-998.0,
1918.0,2.0,19.0,28.0,4.0,-999.0,-998.0,-998.0,
1918.0,2.0,20.0,17.0,-1.0,0.05,-998.0,-998.0,
1918.0,2.0,21.0,51.0,5.0,0.0,-998.0,-998.0,
1918.0,2.0,22.0,65.0,45.0,0.0,-998.0,-998.0,
1918.0,2.0,23.0,65.0,52.0,0.0,-998.0,-998.0,
1918.0,2.0,24.0,59.0,43.0,0.0,-998.0,-998.0,
1918.0,2.0,25.0,68.0,36.0,0.08,-998.0,-998.0,
1918.0,2.0,26.0,55.0,31.0,0.0,-998.0,-998.0,
1918.0,2.0,27.0,50.0,20.0,1.01,-998.0,-998.0,
1918.0,2.0,28.0,49.0,20.0,0.04,-998.0,-998.0,
1918.0,2.0,29.0,-998.0,-998.0,-998.0,-998.0,-998.0,
1918.0,3.0,1.0,42.0,15.0,0.0,-998.0,-998.0,
1918.0,3.0,2.0,40.0,31.0,0.0,-998.0,-998.0,
1918.0,3.0,3.0,51.0,26.0,0.0,-998.0,-998.0,
1918.0,3.0,4.0,64.0,43.0,0.0,-998.0,-998.0,
1918.0,3.0,5.0,66.0,23.0,0.0,-998.0,-998.0,
1918.0,3.0,6.0,60.0,31.0,-999.0,-998.0,-998.0,
1918.0,3.0,7.0,60.0,9.0,0.0,-998.0,-998.0,
